sample_idx,image_path,canonical_class,gt_class_idx,phase2b_pred_class,phase2b_pred_idx,phase2b_conf,phase2b_correct,phase3b_pred_class,phase3b_pred_idx,phase3b_conf,phase3b_correct,category,num_gt_boxes,num_pred_boxes,max_matched_iou,has_tp_box,is_healthy_fp,is_lesion_miss,is_high_conf_poor_loc,is_good_loc_bad_cls
46,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1299.jpg,Blast,1,Healthy,0,0.9998863935470581,0,Blast,1,0.9827398061752319,1,multitask_wins,1,0,0.0,False,False,True,True,False
47,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1305.jpg,Blast,1,Healthy,0,0.9953790903091431,0,Healthy,0,0.998241662979126,0,mutual_errors,10,0,0.0,False,False,True,True,False
48,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1306.jpg,Blast,1,Healthy,0,0.998155415058136,0,Healthy,0,0.9197388887405396,0,mutual_errors,2,0,0.0,False,False,True,True,False
49,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1309.jpg,Blast,1,Healthy,0,0.9982243180274963,0,Healthy,0,0.9021263122558594,0,mutual_errors,2,0,0.0,False,False,True,True,False
50,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1320.jpg,Blast,1,Healthy,0,0.9998952150344849,0,Blast,1,0.9966927766799927,1,multitask_wins,6,3,0.0,False,False,True,True,False
51,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1323.jpg,Blast,1,Healthy,0,0.9995343685150146,0,Healthy,0,0.9924448132514954,0,mutual_errors,5,0,0.0,False,False,True,True,False
52,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_154.jpg,Blast,1,Healthy,0,0.9990147352218628,0,Healthy,0,0.916938066482544,0,mutual_errors,1,3,0.004224669670193532,False,False,True,True,False
53,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_157.jpg,Blast,1,Healthy,0,0.999876856803894,0,Healthy,0,0.9495980739593506,0,mutual_errors,2,3,0.0,False,False,True,True,False
54,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_164.jpg,Blast,1,Healthy,0,0.9999371767044067,0,Healthy,0,0.9934301972389221,0,mutual_errors,1,0,0.0,False,False,True,True,False
55,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_167.jpg,Blast,1,Healthy,0,0.9996507167816162,0,Healthy,0,0.7352438569068909,0,mutual_errors,1,0,0.0,False,False,True,False,False
56,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_175.jpg,Blast,1,Healthy,0,0.9999674558639526,0,Healthy,0,0.45139843225479126,0,mutual_errors,4,0,0.0,False,False,True,False,False
57,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_186.jpg,Blast,1,Healthy,0,0.9999675750732422,0,Healthy,0,0.9213379621505737,0,mutual_errors,1,2,0.004701948437160591,False,False,True,True,False
58,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_188.jpg,Blast,1,Healthy,0,0.99907386302948,0,Healthy,0,0.9416387677192688,0,mutual_errors,2,2,0.0,False,False,True,True,False
59,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_19.jpg,Blast,1,Healthy,0,0.9999568462371826,0,Blast,1,0.998375415802002,1,multitask_wins,2,0,0.0,False,False,True,True,False
60,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_190.jpg,Blast,1,Healthy,0,0.9973311424255371,0,Healthy,0,0.9982099533081055,0,mutual_errors,3,0,0.0,False,False,True,True,False
61,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_210.jpg,Blast,1,Healthy,0,0.9998200535774231,0,Healthy,0,0.993664026260376,0,mutual_errors,4,0,0.0,False,False,True,True,False
62,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_211.jpg,Blast,1,Healthy,0,0.9998162388801575,0,Healthy,0,0.9802103638648987,0,mutual_errors,1,0,0.0,False,False,True,True,False
63,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_22.jpg,Blast,1,Healthy,0,0.9999581575393677,0,Healthy,0,0.6104034185409546,0,mutual_errors,1,2,0.0,False,False,True,False,False
64,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_224.jpg,Blast,1,Healthy,0,0.9999449253082275,0,Healthy,0,0.7630059123039246,0,mutual_errors,3,3,0.0,False,False,True,False,False
65,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_23.jpg,Blast,1,Healthy,0,0.999982476234436,0,Brown Spot,2,0.640465497970581,0,mutual_errors,2,3,0.0,False,False,True,False,False
66,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_231.jpg,Blast,1,Healthy,0,0.9999598264694214,0,Healthy,0,0.3959697484970093,0,mutual_errors,4,0,0.0,False,False,True,False,False
67,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_232.jpg,Blast,1,Healthy,0,0.9999477863311768,0,Healthy,0,0.9874516129493713,0,mutual_errors,1,0,0.0,False,False,True,True,False
68,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_235.jpg,Blast,1,Healthy,0,0.9999371767044067,0,Healthy,0,0.9109153151512146,0,mutual_errors,5,0,0.0,False,False,True,True,False
69,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_24.jpg,Blast,1,Healthy,0,0.999962329864502,0,Blast,1,0.9899024963378906,1,multitask_wins,1,3,0.0,False,False,True,True,False
70,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_25.jpg,Blast,1,Healthy,0,0.9999638795852661,0,Blast,1,0.8162639737129211,1,multitask_wins,1,1,0.0,False,False,True,True,False
71,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_261.jpg,Blast,1,Healthy,0,0.9997816681861877,0,Healthy,0,0.8832062482833862,0,mutual_errors,2,1,0.0,False,False,True,True,False
72,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_266.jpg,Blast,1,Healthy,0,0.9998520612716675,0,Healthy,0,0.9960934519767761,0,mutual_errors,1,0,0.0,False,False,True,True,False
73,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_267.jpg,Blast,1,Healthy,0,0.9999809265136719,0,Healthy,0,0.9800080060958862,0,mutual_errors,1,0,0.0,False,False,True,True,False
74,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_269.jpg,Blast,1,Healthy,0,0.9998699426651001,0,Healthy,0,0.7976374626159668,0,mutual_errors,3,0,0.0,False,False,True,False,False
75,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_282.jpg,Blast,1,Healthy,0,0.9830229878425598,0,Healthy,0,0.9685904383659363,0,mutual_errors,3,1,0.0,False,False,True,True,False
76,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_290.jpg,Blast,1,Healthy,0,0.999448835849762,0,Healthy,0,0.9646996855735779,0,mutual_errors,7,0,0.0,False,False,True,True,False
77,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_307.jpg,Blast,1,Healthy,0,0.9999784231185913,0,Healthy,0,0.6545435786247253,0,mutual_errors,2,0,0.0,False,False,True,False,False
78,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_31.jpg,Blast,1,Healthy,0,0.9999737739562988,0,Healthy,0,0.8189018964767456,0,mutual_errors,1,0,0.0,False,False,True,True,False
79,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_310.jpg,Blast,1,Healthy,0,0.9996492862701416,0,Healthy,0,0.9956674575805664,0,mutual_errors,1,0,0.0,False,False,True,True,False
80,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_324.jpg,Blast,1,Healthy,0,0.999782145023346,0,Healthy,0,0.8115215301513672,0,mutual_errors,3,1,0.0,False,False,True,True,False
81,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_329.jpg,Blast,1,Healthy,0,0.9997993111610413,0,Blast,1,0.3535754084587097,1,multitask_wins,5,3,0.0,False,False,True,False,False
82,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_333.jpg,Blast,1,Healthy,0,0.999964714050293,0,Healthy,0,0.9901524186134338,0,mutual_errors,4,0,0.0,False,False,True,True,False
83,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_341.jpg,Blast,1,Healthy,0,0.999967098236084,0,Healthy,0,0.9467782974243164,0,mutual_errors,4,0,0.0,False,False,True,True,False
84,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_344.jpg,Blast,1,Healthy,0,0.9997709393501282,0,Healthy,0,0.9869819283485413,0,mutual_errors,3,0,0.0,False,False,True,True,False
85,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_352.jpg,Blast,1,Healthy,0,0.9998124241828918,0,Blast,1,0.9756660461425781,1,multitask_wins,1,3,0.0,False,False,True,True,False
