sample_id,image_path,mask_path,canonical_class,class_index,lesion_area_fraction,phase2b_pred,phase2b_conf,phase2b_correct,phase2b_energy_in,phase2b_energy_out,phase2b_iou,phase2b_pointing,phase3b_pred,phase3b_conf,phase3b_correct,phase3b_energy_in,phase3b_energy_out,phase3b_iou,phase3b_pointing
BLAST1_011,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_011.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_011.jpg,Blast,1,0.022261638194322586,5,0.6191761493682861,0,0.019122632642821023,0.9808773942917761,0.0,0,5,0.8114660382270813,0,0.03920289838356876,0.9607971481144385,0.060877009416854484,0
BLAST1_012,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_012.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_012.jpg,Blast,1,0.05137914419174194,5,0.9392391443252563,0,0.10216295785205627,0.8978371703662001,0.13170644177271512,0,5,0.5020644068717957,0,0.06466679160514237,0.9353332288328374,0.08061338130722126,0
BLAST1_013,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_013.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_013.jpg,Blast,1,0.0087890625,0,0.8194686770439148,0,0.0005625242764051728,0.9994374921344625,0.0,0,0,0.5269781351089478,0,0.014655897789163323,0.9853440725116566,0.03548132041902008,0
BLAST1_014,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_014.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_014.jpg,Blast,1,0.08575813472270966,5,0.9924668669700623,0,0.17159578866121905,0.8284042113376133,0.1789032311105986,0,0,0.6818011999130249,0,0.1648380169396111,0.8351619830590855,0.14437350359126547,0
BLAST1_015,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_015.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_015.jpg,Blast,1,0.01291454117745161,0,0.972015917301178,0,0.0110458721549932,0.9889541559730142,0.005552941176465362,0,2,0.5626645684242249,0,0.035811452307023595,0.9641884560496194,0.06456755679547173,0
BLAST1_016,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_016.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_016.jpg,Blast,1,0.08344627171754837,5,0.9814938306808472,0,0.14045035613041076,0.8595496150108934,0.12387494078625937,1,0,0.9677351713180542,0,0.23803899109204701,0.7619610513241152,0.3145101663583045,0
BLAST1_017,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_017.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_017.jpg,Blast,1,0.011399872601032257,1,0.3895779252052307,1,0.059131827699891185,0.9408681620176017,0.05697211155372811,0,1,0.796484649181366,1,0.03973554756532413,0.9602644183706877,0.05699481865279295,0
BLAST1_018,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_018.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_018.jpg,Blast,1,0.08223054558038712,5,0.9978686571121216,0,0.16801701274145203,0.8319828942138888,0.16024905784027507,0,5,0.9979304075241089,0,0.14082720633517157,0.8591727757056605,0.12943615918324472,0
BLAST1_019,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_019.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_019.jpg,Blast,1,0.03142936900258064,1,0.9081916213035583,1,0.20790668764309198,0.7920933516651026,0.15713431646058476,1,0,0.6213334798812866,0,0.07612666760521102,0.9238733323941218,0.15713431646058476,0
BLAST1_020,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_020.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_020.jpg,Blast,1,0.017099808901548386,0,0.6441255211830139,0,0.03535027855762565,0.9646496933913635,0.059418457648488354,0,0,0.9970924854278564,0,0.03936102138090635,0.9606389737639368,0.059418457648488354,0
BLAST1_021,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_021.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_021.jpg,Blast,1,0.033960457891225815,0,0.9912528395652771,0,0.0049858794286394455,0.9950141588505987,0.0,0,0,0.939624011516571,0,0.05465968851092004,0.9453403477056356,0.09647893901177128,0
BLAST1_022,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_022.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_022.jpg,Blast,1,0.09093989431858063,5,0.5628118515014648,0,0.19389698046200401,0.8061029274956207,0.20534609355646782,1,1,0.5130319595336914,1,0.2830060173635904,0.716993999650523,0.29919017531342956,0
BLAST1_023,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_023.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_023.jpg,Blast,1,0.03764748200774193,3,0.5390965342521667,0,0.039961576934773535,0.9600383954344678,0.01567157823012037,0,0,0.49944308400154114,0,0.01955890856548021,0.9804411159801487,0.0,0
BLAST1_024,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_024.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_024.jpg,Blast,1,0.06634645909070969,5,0.995229959487915,0,0.14920320507491888,0.8507968071143877,0.17319171348299403,0,5,0.9941498041152954,0,0.14033009651684836,0.8596698581495074,0.184105608221685,0
BLAST1_025,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_025.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_025.jpg,Blast,1,0.09097975492477417,4,0.39499974250793457,0,0.3149721002691371,0.6850278362244316,0.255352076347472,1,1,0.8699240684509277,1,0.20489843260076396,0.7951015160491317,0.30646027201117887,1
BLAST1_026,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_026.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_026.jpg,Blast,1,0.02578922174870968,1,0.2942761480808258,1,0.15445615091553305,0.845543816491347,0.12411945629514423,1,0,0.9191805124282837,0,0.0561706922060919,0.9438293568993315,0.09068155564103707,0
BLAST1_027,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_027.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_027.jpg,Blast,1,0.039979271590709686,0,0.3962116837501526,0,0.003991018301095856,0.996008969720733,0.0,0,0,0.4127906262874603,0,0.011423919813075827,0.9885761497709457,0.009049773755648525,0
BLAST1_028,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_028.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_028.jpg,Blast,1,0.031867824494838715,5,0.9970642924308777,0,0.10293995085092951,0.8970600680151083,0.12058172011930984,1,5,0.9981570839881897,0,0.09705550307757901,0.9029444907342753,0.12775031501393064,1
BLAST1_029,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_029.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_029.jpg,Blast,1,0.01012436207383871,2,0.6252082586288452,0,0.046352439466814166,0.9536474977840267,0.0506177760063266,0,1,0.9920986890792847,1,0.06407635003279576,0.9359237073587282,0.03718276608298526,1
BLAST1_030,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_030.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_030.jpg,Blast,1,0.03573421388864517,5,0.9545231461524963,0,0.09629531855743224,0.9037046538444211,0.08473177441532807,1,5,0.996977686882019,0,0.08224090482710021,0.9177590951717731,0.08602644142482002,0
BLAST1_031,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_031.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_031.JPG,Blast,1,0.03083147294819355,5,0.9643176794052124,0,0.10434855823484727,0.8956514308753527,0.09697888057572025,0,5,0.9640877842903137,0,0.0837958756347263,0.9162041661773351,0.09407764239152348,0
BLAST1_032,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_032.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_032.jpg,Blast,1,0.07529496401548386,0,0.7535935640335083,0,0.12089873407011885,0.8791014067860256,0.14944250291217387,0,2,0.42393773794174194,0,0.13078191991632762,0.8692181195071069,0.13480653906174747,0
BLAST1_033,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_033.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_033.JPG,Blast,1,0.05024314299225807,4,0.49681970477104187,0,0.2184103394169844,0.7815897012351769,0.15562304435840638,0,5,0.35477572679519653,0,0.022176069004343216,0.977823948177946,0.01898888257727908,0
BLAST1_034,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_034.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_034.jpg,Blast,1,0.07625159621238708,0,0.5256751179695129,0,0.11124259003380177,0.8887573211216095,0.1005080978087484,0,0,0.830186665058136,0,0.12247669455622844,0.8775233253645219,0.12891929310193914,0
BLAST1_035,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_035.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_035.JPG,Blast,1,0.056002870202064514,5,0.480824738740921,0,0.10939703231291602,0.8906029887962862,0.1710562289253886,0,5,0.367742121219635,0,0.028889676975510172,0.971110293376751,0.022770700636924546,0
BLAST1_036,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_036.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_036.jpg,Blast,1,0.06413424760103226,0,0.9627938270568848,0,0.12600513532087698,0.8739947864865782,0.15553618134249733,1,0,0.9805548787117004,0,0.08639435774999989,0.9136056916680687,0.07337220602520783,0
BLAST1_037,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_037.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_037.JPG,Blast,1,0.19096779823303223,4,0.8320143818855286,0,0.5864048799853613,0.41359508716293675,0.6002936617990046,1,4,0.9888350367546082,0,0.6009179749730108,0.39908199431477764,0.6727489768070661,1
BLAST1_038,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_038.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_038.jpg,Blast,1,0.06726323068141937,0,0.4553817808628082,0,0.03174252934106931,0.9682573889655688,0.017912713472472173,0,0,0.5459835529327393,0,0.060565536423169926,0.9394343927935246,0.006831831831826702,0
BLAST1_039,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_039.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_039.JPG,Blast,1,0.019710619002580643,5,0.9962030053138733,0,0.07352261005347155,0.9264774404561227,0.07361963190176879,0,5,0.9875907897949219,0,0.06859421701266764,0.9314057978626844,0.07382877179305168,0
BLAST1_040,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_040.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_040.jpg,Blast,1,0.10514987260103226,0,0.7404816150665283,0,0.19179515294354496,0.80820484705586,0.26232481450926437,0,0,0.986158549785614,0,0.17736724382386967,0.8226326897127879,0.23953695458573662,1
BLAST1_041,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_041.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_041.JPG,Blast,1,0.059371013194322586,5,0.5004442930221558,0,0.13546129376659566,0.8645387162817747,0.18620123951860534,0,5,0.8485856652259827,0,0.14945364991494983,0.8505464041196954,0.1645490336433746,0
BLAST1_042,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_042.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_042.jpg,Blast,1,0.1261758655309677,0,0.7302842140197754,0,0.16348748421598006,0.8365125157829695,0.16143911439102934,0,0,0.9666260480880737,0,0.24779428689659058,0.7522056803602652,0.31314184852349713,1
BLAST1_043,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_043.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_043.JPG,Blast,1,0.10377471148967743,5,0.44291144609451294,0,0.18368221444526592,0.8163177169888889,0.24748342744885218,0,0,0.8944197297096252,0,0.22978286933519382,0.7702171306639001,0.2611069744351277,0
BLAST1_044,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_044.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_044.jpg,Blast,1,0.14269770681858063,0,0.8486838936805725,0,0.36069305818870645,0.6393069039254845,0.46623465211419995,1,1,0.44121435284614563,1,0.0938899938664288,0.9061099021515184,0.016071850626319977,0
BLAST1_045,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_045.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_045.JPG,Blast,1,0.03069196455180645,2,0.961835503578186,0,0.08816386937630559,0.9118361011632694,0.10626911314974553,0,4,0.46824562549591064,0,0.10587989744828287,0.8941199795900049,0.08399662889775822,0
BLAST1_046,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_046.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_046.jpg,Blast,1,0.06070631369948387,0,0.9799052476882935,0,0.11830861343122177,0.8816914188784758,0.17580442207426225,0,0,0.9622634649276733,0,0.10893658906614145,0.8910633992602043,0.20316380023893757,1
BLAST1_047,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_047.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_047.jpg,Blast,1,0.10447225719690323,4,0.8964112997055054,0,0.32248885821455786,0.6775110195015248,0.33630718096708095,0,4,0.6382481455802917,0,0.30355254689063216,0.6964474255839248,0.3254099071741776,0
BLAST1_048,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_048.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_048.JPG,Blast,1,0.033940527588129044,1,0.64476478099823,1,0.0995347796837411,0.9004652203148915,0.12815832452672862,0,5,0.9861918687820435,0,0.07669393959139106,0.9233060147041249,0.08855712166163894,0
BLAST1_049,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_049.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_049.JPG,Blast,1,0.032445792108774185,1,0.6138669848442078,1,0.11391964241451036,0.8860804407342255,0.13917374743613714,0,5,0.9886857271194458,0,0.06398204265280626,0.9360179123406839,0.06433068710642911,0
BLAST1_050,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Blast/BLAST1_050.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Blast/BLAST1_050.JPG,Blast,1,0.04536033049225807,4,0.5767293572425842,0,0.13291113917297012,0.8670888790287413,0.1192443919715564,1,5,0.9963112473487854,0,0.06075755433075704,0.9392424314924062,0.05973489412974717,0
