image_id,image_path,mask_path,raw_class,canonical_class,dataset,is_matched_pair,usage,training_allowed,validation_allowed,calibration_allowed,threshold_optimization_allowed
BACTERAILBLIGHT3_011,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_011.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_011.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_012,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_012.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_012.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_013,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_013.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_013.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_014,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_014.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_014.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_015,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_015.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_015.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_016,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_016.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_016.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_017,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_017.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_017.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_018,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_018.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_018.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_019,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_019.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_019.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_020,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_020.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_020.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_021,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_021.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_021.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_022,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_022.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_022.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_023,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_023.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_023.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_024,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_024.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_024.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_025,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_025.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_025.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_026,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_026.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_026.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_027,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_027.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_027.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_028,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_028.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_028.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_029,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_029.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_029.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_030,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_030.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_030.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_031,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_031.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_031.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_032,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_032.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_032.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_033,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_033.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_033.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_034,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_034.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_034.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_035,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_035.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_035.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_036,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_036.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_036.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_037,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_037.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_037.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_038,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_038.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_038.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_039,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_039.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_039.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_040,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_040.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_040.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_041,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_041.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_041.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_042,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_042.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_042.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_043,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_043.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_043.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_044,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_044.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_044.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_045,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_045.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_045.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_046,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_046.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_046.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_047,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_047.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_047.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_048,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_048.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_048.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_049,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_049.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_049.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_050,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_050.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_050.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_051,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_051.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_051.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_052,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_052.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_052.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_053,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_053.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_053.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERAILBLIGHT3_054,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_054.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERAILBLIGHT3_054.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
