image_id,image_path,raw_class,canonical_class,dataset,width,height,channels,file_size,file_hash,dhash,is_valid_image,usage,training_allowed,validation_allowed,calibration_allowed,threshold_optimization_allowed
BACTERAILBLIGHT3_040,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_040.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,25960,f5a49ebea3f44a9e2562a073926a73a8e8681c6ce92605f4f091213ef357bf2e,948c85a28e8e1323,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_041,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_041.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,24731,c3600ca7a39d684c5f452069083d28483766fc1e6dc969ad867d8bcf2f23e007,23138e8ea2858c94,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_042,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_042.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,21804,e9b58bb072b06fb839494f963becdab3708b32449ced1800f4d46134a0464d8d,d8ece6cefcf0a0a8,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_043,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_043.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,20085,d78ee9a7aaf2530cfadd73b8dc3de0daa133252f4830c62faf0d99a78d3f63ba,eafaf0c08c98c8e0,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_044,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_044.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,41751,7f00b97601d0d9c6bf65730dca704e29e05b025fa59a5c979d2cd35dbb6a7125,1187c7e67278b4f2,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_045,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_045.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,38925,f7bea91e18ceadd641d514e0be28dbbc98a4c8cd042d687d612fd3f22134714a,b0d2e1b1981c1e77,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_046,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_046.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,33571,1fbd5ab1efdcf5776933701b6eb4d8eb841fb40e92738641b3bc994e3a3ee5a9,8bcfe5f3b21cdd36,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_047,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_047.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,31049,a46ac52b8060a83635b6754b6ceaccc233c2f62008f6461d931d016ef7f84d76,934447b230580c0e,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_048,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_048.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,33484,0465ded4415afedc87728db5dcb56fe1e5bfbe143f68a26af716ea0793efa8d4,f3f2e6e373e1d31a,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_049,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_049.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,30714,896d9f4439865a6ab06458370c52d2c8fbc85bac89b463ceefcef0f2559fe474,a73478313898b030,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_050,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_050.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,32506,726edfb7b3c1130b6fd49b0e807d74eb41cbb810f1ff02bac6415ec3c1ff1f40,c60f85e19b8cc6e7,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_051,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_051.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,29686,0192af89f498bc4a42a8ba9a8d40224b839a47a27dfb3acf776ef33f228283a4,189ccc22785e0e9c,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_052,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_052.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,38452,23ec5f97aeb8ebf366d7f17884d9b85c7fec5e164cf00af522203bc02b1c9005,5813927571b8a2a2,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_053,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_053.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,35534,fe33fd37853e8ee9492905ed61e27c5a6512d6522d631521da1202e2772450bf,bab2e27151b636e5,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_054,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_054.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,32518,af98abfac105906c98528dde1d4a833963b157125605672de388221c50b17563,43c084021313d373,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_055,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_055.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,29739,4cbd5244b87cbdb21d35d5c9a490bde5ac5239db84d922b5db57e9747d98216b,31343537b2defc3d,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_056,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_056.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,37872,f3ad7d47e97f941ca822d55db59ac365bb25e10c94c9f3968775e68452587609,cd46c2c3e1747038,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_057,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_057.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,35331,f35b24d4838a64e7ebbe6df760f79cf593be2dcd66448be475ae1a496fff7972,e3f1d1783cbc9d4c,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_058,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_058.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,29635,ea6e80fb03db9ddf82ee8ea9ab8409c118bac27e991df47b59fa8b0d395ced8c,bcbc7c7f7fdeeeee,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_059,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_059.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,27013,45f9eea4b7f29a66a4d4e27875a9a009e8a1672cea7569c6ce51b0be9dfb270b,8888840101c1c2c2,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_060,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_060.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,47514,7db03f7062ca98ebd217971d2994a11ccaf9e0bbc84d07a9a86a6a4025aec486,3327b6bc36b63f7c,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_061,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_061.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,44139,dd21495026d7482a79bf2f6062c521651872b85902d06e749fe3f3f584b564bf,41039293c2b21b33,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_062,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_062.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,36353,836ccacdf502a8d23a645b170248ad81d13593698c2221dafb512c04057eaf39,e72688a2c3010191,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_063,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_063.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,34254,b3b276f133f22b4890d187c0db06bc530761dc55b888e52448c382dc3a9a4dcb,767f7f3cbaee9b18,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_064,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_064.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,30019,e7569ccdaf01e0753d5429c30c6a12bea7c413cf191c1910e6f2effa154fcd68,1ecae3f184c0e0e2,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_065,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_065.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,27952,2aa606db595cc6c3b46547bcd7d0238eb1f2d720ba60b8d26b5e733617136fef,b8f8fcde6038ac87,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_066,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_066.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,30019,a6983694b5c92b4dbced7041c119ae8a48660d52ebad7e928c314dd71b5502fd,1ecae3f184c0e0e2,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_067,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_067.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,30303,eb968cb9a1b1656dd94fd83b6826a9e5d48bef06e15f56ce2a51776e5ec1c1b2,88e8f0fc6767e1e1,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_068,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_068.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,28172,2e1ce80e6dc21045e4fb1138e206553ea08c8b64a211e566df0f8e9a3d85b0d4,78781919c0f0e8ee,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_069,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_069.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,30830,66166e15d34e70dbd06ab85a1d583d66c42ff2ba6cfaf5cd8906681c2e7501b0,c2c2e4b4180c8e87,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_070,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_070.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,28368,c0d54cd1fcc2665c7242bdac6434eac6cc50322d1913b36631df62ab6ecdfb65,1e8ecee7d2d8bcbc,True,external_test_only,False,False,False,False
BACTERAILBLIGHT3_071,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERAILBLIGHT3_071.jpg,Bacterialblight,Bacterial Blight,Sethy5932,300,300,3,30621,d4a953ee7cd87e2730457dce82541d4e62cc935df1397c9281ffb161271d7fc2,529074169e0e4d48,True,external_test_only,False,False,False,False
