image_id,image_path,raw_class,canonical_class,dataset,width,height,channels,file_size,file_hash,dhash,is_valid_image,annotation_path,has_annotation,num_boxes,split,group_id
blast_1014,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1014.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,366107,1a09723de247488fdde90fb533bd44aa606c8fab26a4a572330995c338466d5d,6535f266e4044643,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1014.txt,True,9,train,18
blast_1015,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1015.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,363647,ae462025f173e0b9ff46e0acf8cfcd20f135985b6fd3e3ea03b4509a5a2ab76d,6535f273c4044643,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1015.txt,True,8,train,19
blast_1016,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1016.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,358877,38dd5fe570368580d15e4124204ee41755b1e9608167dde35e627f7fb26e1459,4e25f07284054f43,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1016.txt,True,5,val,20
blast_1017,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1017.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,348663,e598ba5198f8c979d36fb8c135cd2a7e92cba1d2d0e9e5203bfbf7360da8b1ac,4e25f0620c654e43,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1017.txt,True,10,train,21
blast_1018,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1018.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,350570,594f87751e084c275707ddc906d9df9b2c85d31f0f4dccee41f2dddc2aca8768,4e25f4660c6d4e43,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1018.txt,True,5,train,22
blast_1019,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1019.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,344305,fdf492707fbefc4141b0829fc9e77d60707c439d8112c04f8eb985e8fd32cad3,4c25a46080494d43,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1019.txt,True,5,train,23
blast_102,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_102.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,376237,c9ebdb577062106202c2422a2deb3147a250534bd6c3bb03bd251ecbe6fe5a14,3030b456562476b4,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_102.txt,True,1,train,24
blast_1020,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1020.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,325564,8cda6aeb58d3f897bce8daab811dcf41c82a820e5eb2ce23bbff25d342d52b95,1ad8325f019cc9e0,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1020.txt,True,8,train,25
blast_1021,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1021.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,325506,524ecf94623d623b8ce3352218f90cc49266f098be1702fa7c087364e66e7690,3695b65f091c91c9,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1021.txt,True,12,val,26
blast_1022,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1022.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,332171,3847287974a8642a2c62b3f728e9b3f821c9969dddb3ee588161502543ad2fca,7fc0811fbf27b1d9,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1022.txt,True,4,train,27
blast_1023,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1023.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,352704,45323d95c455dda50d06cb33417e3b2f236487df02175aafa991f3941921f9f8,7fe0030f3f2791d9,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1023.txt,True,6,train,28
blast_1024,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1024.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,322372,06093e7f5996f90e9376b130d391ff856683064c41d871c3dda68323fc2ff7bc,9a963fe7432fb793,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1024.txt,True,6,train,29
blast_1025,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1025.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,326718,ab383c84c15be440ed6f92271340b1ff31bf6cf3a3fa993a023a96a611f4fdd8,da923fe74327b795,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1025.txt,True,7,train,30
blast_1026,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1026.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,397524,57805116dbed2645d9eb51f21f66f1cbbe4799b8c08dc47b9186a93bb6c039ed,7c5cbc38307848d8,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1026.txt,True,2,test,31
blast_1027,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1027.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,385834,9dd546d5ceec19135e828c4ee74c70907e7fe267b76c04fa2393b64956f88412,79f8b83979785cdc,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1027.txt,True,4,train,32
blast_1028,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1028.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,428048,fbdd97ee00fbfaf9a602776dd871115d66a66984ebdb17c3706ae6e05aafd8d3,72b07063f2b21414,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1028.txt,True,4,train,33
blast_1029,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1029.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,369065,e0ceacdca1fc7e42f7554de86550019af2697f4f0fc436d02f533b13c96c379f,383c38b938b93972,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1029.txt,True,3,test,34
blast_103,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_103.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,351533,e4ad10b285ce860d490f13696811d3053b2796c993a02118abe687113fc053ff,cdcc0400c05d1808,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_103.txt,True,4,test,35
blast_1030,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1030.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,398053,79fcf3509c441a2221e811d87fc3602e6b44c6383b9b93c5d1c0970f7175c240,383cb4b434b9397a,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1030.txt,True,4,val,36
blast_1031,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1031.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,399558,804857ba78791713b575bae8cc2dc7da24ca94afe52895b95f58e0088d851e54,3834b4b434b9397a,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1031.txt,True,3,train,37
blast_1032,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1032.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,411160,3dc35de122635ed102befefa6f041038450934d352b0191ae58de5fcecfe9af5,3838b8b030b0305a,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1032.txt,True,4,train,38
blast_1033,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1033.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,409927,c6d252fb007d068726a6242520f7b7bc3fb76aae66ba4ef0fff7cdee15dc93ef,393838b838b8385a,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1033.txt,True,3,train,39
blast_1034,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1034.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,417167,a0639d1609421740d426a4209e3a15907420f8f21d12165cd3e90829b6a2cf7f,3938b8b838b8395a,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1034.txt,True,4,train,40
blast_1035,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1035.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,470234,342b14837f4d287e4a63fbb83cea4fc4156b6b144dd3267f5f8b88a08be8f907,38b8b8b838b9385a,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1035.txt,True,3,test,41
blast_1036,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1036.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,387999,6109381fcc8429befb20e576ae85781461f4f896dbcf9f8e04c2744d21d9463c,86869697d6e23171,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1036.txt,True,3,train,42
blast_1037,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1037.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,385129,f1c667979b37615185724edb08860cf2f542b05f5511cf545049b29c565099a0,968494b766e22163,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1037.txt,True,4,train,43
blast_1038,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1038.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,386904,1d48d05b5a0571b182600e97876cb32f654fd58a5aa5a65671f38d2581046fc9,0e8c85a7e6e261e3,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1038.txt,True,5,val,44
blast_1039,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_1039.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,388900,856d8d6e71c6bef268edcef8cd66f4fea876642e315fa57a0144823ee2b32437,0e8c85a7e6e261e3,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_1039.txt,True,5,test,45
blast_104,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Blast/blast_104.jpg,Blast,Blast,RiceLeafDiseaseBD,1024,1024,3,334195,1dea192e0f3851995ce457aca9393d7fde556afbe1a80c54139e2752be6eb6e1,1283800001220c39,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Blast/labels/blast_104.txt,True,1,train,46
