image_id,image_path,raw_class,canonical_class,dataset,width,height,channels,file_size,file_hash,dhash,is_valid_image,usage,training_allowed,validation_allowed,calibration_allowed,threshold_optimization_allowed
IMG20241103120743,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120743.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,7705,155beceac074336a4885561fa223a37c7822970c100da2bfdc84f4a4a896e965,80ecc383010f048c,True,external_field_test_only,False,False,False,False
IMG20241103120744,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120744.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,7181,b62f2ce24db8c85b80c139aecabac36af8ae5e10d6d3ac0b3713a2d053da8f27,00fcc383000f0684,True,external_field_test_only,False,False,False,False
IMG20241103120758,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120758.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,7117,df9643a16523bd2ceb99e376d6087b76efb25cb5cda0bd70b4682b62fcbe6b4e,0000004347079fb4,True,external_field_test_only,False,False,False,False
IMG20241103120758_01,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120758_01.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,7051,65ea0395dd86e6b8ad6a86dff0f953b672e9ff148dcc664f07df783268619cc6,0000004347079fb4,True,external_field_test_only,False,False,False,False
IMG20241103120810,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120810.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,4603,7167d812a3b4ece76988cba1160486da086426231f7dd7a3e0568af23c8843c1,c4e4eecfcfcfcfcb,True,external_field_test_only,False,False,False,False
IMG20241103120812,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120812.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,4462,11f3af0c237ad3d5ff8d2e9a3ae3b80681a8e07c943d7693a4fd23f262e09853,0000e00f01060480,True,external_field_test_only,False,False,False,False
IMG20241103120813,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120813.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,4472,8a518ec60f8c0bca360560bd2ba2c6b704b91daf50fae328bd3ae546d1e44372,0000e00f00060480,True,external_field_test_only,False,False,False,False
IMG20241103120817,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120817.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,5788,8189f5d15151f482b3ccb197bc27c876d9937b6be9f8fcbfe45d82b1cf5acff0,0000e00f01070780,True,external_field_test_only,False,False,False,False
IMG20241103120819,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120819.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,5482,65df0930a2ae26c69d948c4e5f29ac27a7070f2b1362deda910941477c287ecd,c000402f03070f80,True,external_field_test_only,False,False,False,False
IMG20241103120819_01,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120819_01.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,5524,ae6801202ecad928fb77a55cf188cbabaf8d7666487a841f43b9eeb4ad519489,c000802f03070f80,True,external_field_test_only,False,False,False,False
IMG20241103120828,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120828.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,7467,924b708a47dcf63a679d404d4610fe065ad48fe6d160e5a91788b3dc7fb4a98f,f00006c31c030706,True,external_field_test_only,False,False,False,False
IMG20241103120828_01,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120828_01.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,7379,a84ac7c2a9a4083178cb766284b1d1ca398d16cfa830b632dad48c4a876d771a,e02006c11c030706,True,external_field_test_only,False,False,False,False
IMG20241103120840,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120840.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,7836,1916d21a599d043c3d35bb24638a5973f59a671e6a9ab6be087289c0974570a5,401001e304091222,True,external_field_test_only,False,False,False,False
IMG20241103120854,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120854.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,8414,c8590082d378a28bb734d19919d5d3fcbb1ca286d3f339d55880d5720d065d9c,848d2d2b9b8787cc,True,external_field_test_only,False,False,False,False
IMG20241103120904,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120904.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,3953,869af1cf295a708c5a8ab6183a3613cd507d60991ec9f39e2a9ffa653f28f109,0000000701048080,True,external_field_test_only,False,False,False,False
IMG20241103120905,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120905.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,3899,d05cc5f43aa9cb5dc8cf73681161df3e105507ab55d28cc224b53497820b9545,0000000701048080,True,external_field_test_only,False,False,False,False
IMG20241103120910,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120910.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,4067,89da52dfe06509c953b091d2aed7549b0923679d0ee63b03bcc4dd4427f8c466,0000000e0f050800,True,external_field_test_only,False,False,False,False
IMG20241103120918,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120918.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,5313,dcf94d27acc85181f9efad1f20441b77c2af8a51860f180af0660965e694da33,dedf0f1f1ef0f0e0,True,external_field_test_only,False,False,False,False
IMG20241103120921,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120921.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,5423,89dfa424a2ede354f287e691e1192583253388e65bfbeef79d20d7bdd6a5d132,0000f007070e0680,True,external_field_test_only,False,False,False,False
IMG20241103120932,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120932.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,6762,56c458ef42925ddcd859f92c6761e0b116a252dd35778c5807960c29673a1931,80f0cf07071e8080,True,external_field_test_only,False,False,False,False
IMG20241103120939,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120939.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,8215,9d3efc692a1a6b98133df6967c2e29820b67b67ee32d89d66873414e9cd82970,c0e03e030f070180,True,external_field_test_only,False,False,False,False
IMG20241103120939_01,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120939_01.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,8238,87c593dc94a31eadcc678545d03de73883fa4d32db309ff28498481849e66f19,c0e03e0307070180,True,external_field_test_only,False,False,False,False
IMG20241103120950,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120950.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,5596,b074ac680ff2ffab591a14c53b447ee7d68f937fc5d7a7a7558cd6a50ed86f5d,e000630300000000,True,external_field_test_only,False,False,False,False
IMG20241103120952,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103120952.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,6027,64b3e19bb354bc5bbd87ff9c7b3a66d48f84aef4dfacf95797eb4709af35199c,f880e3e1000080c0,True,external_field_test_only,False,False,False,False
IMG20241103121010,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121010.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,6732,d55b825adf3d4f48180d7703a8ae73fed03d8c0c21edd77421fd48b164f620fd,001010000c1e0180,True,external_field_test_only,False,False,False,False
IMG20241103121011,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121011.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,6613,498345663e0ae70da08142bcdce1756ae8b510678ad7aef8847952714f680d7b,004010000c1e0300,True,external_field_test_only,False,False,False,False
IMG20241103121012,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121012.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,6560,c3b1efd879735bd895be914ebdbce6f1a082b5ba5ebe3edb8a876ecc7e170aca,000018000c1c0300,True,external_field_test_only,False,False,False,False
IMG20241103121100,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121100.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,4119,078c9368126a2d94213f518e0a3d9f25b07dd9c0b3b6ea1a7290489a8ff7e00e,84c4e4e4e6efefef,True,external_field_test_only,False,False,False,False
IMG20241103121102,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121102.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,3877,2fecefef3d88b956a6f8d8ecee3b90be164999d7defb5fe6bb8fad4dd3ed55d6,0000001b03000000,True,external_field_test_only,False,False,False,False
IMG20241103121103,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121103.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,3845,76e3ab82e410502ffb948edd78269b428978cf582aeaae545331e8059666c862,0000201b03000000,True,external_field_test_only,False,False,False,False
IMG20241103121106,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121106.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,5698,bd8784de97ca116e1ead906ff14cfca39f2216f639afb5ec6d2d4323064e4d05,40780f031f000080,True,external_field_test_only,False,False,False,False
IMG20241103121107,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121107.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,5848,c46b97c8898e4d1835f2690b2f2de2a667dbb566d51412747eac858d48fef5a0,18780f030f000080,True,external_field_test_only,False,False,False,False
IMG20241103121112,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121112.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,7419,27247d860f17cb6bc10515e89bb050e103af2a0d2b58075f1de95a49a450908d,701c07130f182008,True,external_field_test_only,False,False,False,False
IMG20241103121113,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121113.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,7327,2339787c2098c66bc3374d00d4625fc4e4b8eae63dc11e505edbb303b9437d2b,603c07130f183008,True,external_field_test_only,False,False,False,False
IMG20241103121120,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121120.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,6426,4394cad94e380fb2eb02ff89628cff09f10bebf6b24be03eb42e8de51af1cc0d,080801031f090000,True,external_field_test_only,False,False,False,False
IMG20241103121121,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121121.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,6199,153ee79f18b3715eb25f64b4d859338bce5911a29a42737338bd11f71ad172e8,000801031f090000,True,external_field_test_only,False,False,False,False
IMG20241103121122,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121122.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,6176,127b967b531bdd14df046376ad04bca2dd9a0cb1899aac18342b0b14e6b50464,000801031f090000,True,external_field_test_only,False,False,False,False
IMG20241103121129,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121129.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,7634,bfbce8868b025c867c4bb6c5cf0e02a4a8f64d133e076249e83d5b6ba228e1cd,0c8f01031f0c2088,True,external_field_test_only,False,False,False,False
IMG20241103121135_01,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121135_01.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,7401,a511239d953c1bcbd9b0e36b8416914ad05e2d8dde02606890617a7cd586b9f6,00007c1f0f0b008c,True,external_field_test_only,False,False,False,False
IMG20241103121150,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121150.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,5508,30a9631c891cb6586e71da2b55e375ccfad4cb017c337ccdf9c085e5c8edb8eb,00380f0606040000,True,external_field_test_only,False,False,False,False
IMG20241103121151,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121151.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,5273,e34f8516e2c304ed5ccf779abe676611836720e90ed18b9ef5a725ead7fec26b,00200f0606000000,True,external_field_test_only,False,False,False,False
IMG20241103121200,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121200.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,4006,f60ae7a824785c8e1556256be51fa74324412c4e9f36868707e37c2d235866c2,000cccccc8dcdedf,True,external_field_test_only,False,False,False,False
IMG20241103121203,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121203.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,4275,4bd262a497f9d9f90889ba78645c7f7f33c4204cf56be438e0fc458eb8c4deb0,0000701f03000000,True,external_field_test_only,False,False,False,False
IMG20241103121204,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121204.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,4230,06b9b00708fbc5194c6445a012e90437b658c2648410e03c71139091e872db70,0000701e03000000,True,external_field_test_only,False,False,False,False
IMG20241103121253,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121253.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,4579,263cf7efc0aa4d11f283c8316e346099860352ce3daf3b019861cb0de781df22,0000000100000000,True,external_field_test_only,False,False,False,False
IMG20241103121254,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121254.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,4489,302196015cae163d18051a75f7f2a8aa5bc64f1306760bf2b47eeb4e9c18b7f6,0000040300000000,True,external_field_test_only,False,False,False,False
IMG20241103121255,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121255.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,4624,f98b7879f0014749a9c2bd1da7cc3cb614e1119d5711a760d57753a8c4b2215b,0040060100000000,True,external_field_test_only,False,False,False,False
IMG20241103121301,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121301.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,5471,71a6f7b3ff29d989aecdb20225c8210a9bd6776f6b06fcea850083018d50ea66,0000000300060000,True,external_field_test_only,False,False,False,False
IMG20241103121302,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121302.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,5566,d5bf4266ff57a646b5db980f4a96a1d896960c132757ef595c661e423cb1307d,800000030c020000,True,external_field_test_only,False,False,False,False
IMG20241103121323,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121323.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,7226,6a0bca5af85a4e0aacea81269edbf0b45e08236a2191a8fc5862d333dfc27428,fcf00307010c0000,True,external_field_test_only,False,False,False,False
IMG20241103121324,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121324.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,7159,d7c9155c5685727247f55822b0f42bdc57588597c4b553eb80ca9e4011e60688,dcf0030700040000,True,external_field_test_only,False,False,False,False
IMG20241103121333,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121333.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,5319,dd2ae1b46a92c36df7947ceeb288ad51ee2be2a2992ecfe9236b4aedd87a093c,1212121616161616,True,external_field_test_only,False,False,False,False
IMG20241103121334,RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafDisease-BD5 A Field-Collected Five-Class I/RiceLeafBD/Blast/IMG20241103121334.jpg,Blast,Blast,RiceLeafDiseaseBD5,300,300,3,5263,288521c069e77b9f1a0460d8619ee6d809d5df3ead68efc8aef022544d5a94b7,1212161636361616,True,external_field_test_only,False,False,False,False
